"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"11/10/2022","2.010","2.010","2.010","2.010","16,29K","-6,29%"
"10/10/2022","2.145","2.145","2.145","2.145","0,29K","-2,50%"
"07/10/2022","2.200","2.200","2.200","2.200","7,81K","4,76%"
"06/10/2022","2.100","2.100","2.100","2.100","0,19K","5,00%"
"05/10/2022","2.000","2.000","2.000","2.000","6,93K","-0,50%"
"04/10/2022","2.010","2.010","2.010","2.010","2,23K","-1,71%"
"03/10/2022","2.045","2.045","2.045","2.045","1,71K","-7,05%"
"30/09/2022","2.200","2.200","2.200","2.200","1,27K","-1,79%"
"29/09/2022","2.240","2.240","2.240","2.240","1,79K","-0,22%"
"28/09/2022","2.245","2.245","2.245","2.245","0,52K","0,00%"
"27/09/2022","2.245","2.245","2.245","2.245","0,10K","0,00%"
"26/09/2022","2.245","2.245","2.245","2.245","1,36K","0,00%"
"23/09/2022","2.245","2.245","2.245","2.245","1,17K","0,00%"
"22/09/2022","2.245","2.245","2.245","2.245","4,66K","0,00%"
"21/09/2022","2.245","2.245","2.245","2.245","0,24K","-0,22%"
"20/09/2022","2.250","2.250","2.250","2.250","0,34K","0,22%"
"19/09/2022","2.245","2.245","2.245","2.245","0,27K","0,00%"
"16/09/2022","2.245","2.245","2.245","2.245","0,48K","-0,22%"
"15/09/2022","2.250","2.250","2.250","2.250","12,73K","2,27%"
"14/09/2022","2.200","2.200","2.200","2.200","3,57K","0,00%"
"13/09/2022","2.200","2.200","2.200","2.200","0,57K","1,15%"
"12/09/2022","2.175","2.175","2.175","2.175","0,27K","1,87%"
"09/09/2022","2.135","2.135","2.135","2.135","0,33K","-0,23%"
"07/09/2022","2.140","2.140","2.140","2.140","0,86K","-4,25%"
"06/09/2022","2.235","2.235","2.235","2.235","2,86K","3,95%"
"05/09/2022","2.150","2.150","2.150","2.150","0,42K","0,47%"
"02/09/2022","2.140","2.140","2.140","2.140","0,82K","-0,47%"
"01/09/2022","2.150","2.150","2.150","2.150","0,59K","-4,23%"
"31/08/2022","2.245","2.245","2.245","2.245","1,31K","0,00%"
"30/08/2022","2.245","2.245","2.245","2.245","5,30K","2,05%"
"29/08/2022","2.200","2.200","2.200","2.200","13,54K","3,04%"
"26/08/2022","2.135","2.135","2.135","2.135","2,98K","6,75%"
"25/08/2022","2.000","2.000","2.000","2.000","2,09K","-6,76%"
"24/08/2022","2.145","2.145","2.145","2.145","1,20K","0,00%"
"23/08/2022","2.145","2.145","2.145","2.145","1,50K","-2,28%"
"22/08/2022","2.195","2.195","2.195","2.195","2,23K","2,09%"
"19/08/2022","2.150","0","0","0","1,96K","-1,83%"
"18/08/2022","2.190","2.190","2.190","2.190","0,19K","0,00%"
"17/08/2022","2.190","2.190","2.190","2.190","0,34K","-0,23%"
"16/08/2022","2.195","2.195","2.195","2.195","1,49K","-0,23%"
"12/08/2022","2.200","2.200","2.200","2.200","3,36K","0,00%"
"11/08/2022","2.200","2.200","2.200","2.200","0,38K","0,00%"
"10/08/2022","2.200","2.200","2.200","2.200","2,17K","0,00%"
"09/08/2022","2.200","2.200","2.200","2.200","0,53K","-0,23%"
"05/08/2022","2.205","2.205","2.205","2.205","1,55K","-0,23%"
"04/08/2022","2.210","2.210","2.210","2.210","0,40K","-3,91%"
"03/08/2022","2.300","2.300","2.300","2.300","0,48K","0,00%"
"02/08/2022","2.300","2.300","2.300","2.300","0,36K","0,00%"
"01/08/2022","2.300","2.300","2.300","2.300","5,19K","0,00%"
"29/07/2022","2.300","2.300","2.300","2.300","1,66K","0,00%"
"28/07/2022","2.300","2.300","2.300","2.300","0,02K","-0,22%"
"27/07/2022","2.305","2.305","2.305","2.305","0,70K","0,00%"
"26/07/2022","2.305","2.305","2.305","2.305","5,55K","3,36%"
"25/07/2022","2.230","2.230","2.230","2.230","2,24K","0,00%"
"22/07/2022","2.230","2.230","2.230","2.230","0,74K","-3,04%"
"21/07/2022","2.300","2.300","2.300","2.300","0,34K","0,22%"
"20/07/2022","2.295","2.295","2.295","2.295","1,15K","0,00%"
"19/07/2022","2.295","2.295","2.295","2.295","1,54K","0,00%"
"18/07/2022","2.295","2.295","2.295","2.295","0,37K","0,00%"
"15/07/2022","2.295","2.295","2.295","2.295","6,40K","-4,38%"
"14/07/2022","2.400","2.400","2.400","2.400","9,58K","4,58%"
"13/07/2022","2.295","2.295","2.295","2.295","0,97K","-4,18%"
"12/07/2022","2.395","2.395","2.395","2.395","0,50K","-0,21%"
"11/07/2022","2.400","2.400","2.400","2.400","1,69K","0,00%"
"08/07/2022","2.400","2.400","2.400","2.400","0,98K","1,48%"
"07/07/2022","2.365","2.365","2.365","2.365","2,21K","-3,07%"
"06/07/2022","2.440","2.440","2.440","2.440","4,08K","-0,41%"
"05/07/2022","2.450","2.450","2.450","2.450","0,51K","0,41%"
"04/07/2022","2.440","2.440","2.440","2.440","0,96K","1,67%"
"01/07/2022","2.400","2.400","2.400","2.400","0,29K","0,00%"
"30/06/2022","2.400","2.400","2.400","2.400","18,90K","2,13%"
"29/06/2022","2.350","2.350","2.350","2.350","0,95K","-2,08%"
"28/06/2022","2.400","2.400","2.400","2.400","0,09K","0,00%"
"27/06/2022","2.400","2.400","2.400","2.400","0,29K","4,35%"
"24/06/2022","2.300","2.300","2.300","2.300","0,98K","-2,13%"
"23/06/2022","2.350","2.350","2.350","2.350","13,58K","0,00%"
"22/06/2022","2.350","2.350","2.350","2.350","2,47K","0,00%"
"21/06/2022","2.350","2.350","2.350","2.350","0,97K","0,00%"
"20/06/2022","2.350","2.350","2.350","2.350","6,01K","0,00%"
"17/06/2022","2.350","2.350","2.350","2.350","0,19K","0,86%"
"16/06/2022","2.330","2.330","2.330","2.330","4,84K","1,30%"
"15/06/2022","2.300","2.300","2.300","2.300","7,17K","-2,13%"
"14/06/2022","2.350","2.350","2.350","2.350","1,35K","0,00%"
"13/06/2022","2.350","2.350","2.350","2.350","0,12K","0,00%"
"10/06/2022","2.350","2.350","2.350","2.350","6,18K","2,17%"
"09/06/2022","2.300","2.300","2.300","2.300","4,15K","0,22%"
"08/06/2022","2.295","2.295","2.295","2.295","0,56K","-0,22%"
"07/06/2022","2.300","2.300","2.300","2.300","0,17K","0,22%"
"03/06/2022","2.295","2.295","2.295","2.295","0,02K","-0,22%"
"02/06/2022","2.300","2.300","2.300","2.300","0,36K","0,44%"
"01/06/2022","2.290","2.290","2.290","2.290","1,00K","-0,22%"
"31/05/2022","2.295","2.295","2.295","2.295","1,38K","0,00%"
"30/05/2022","2.295","2.295","2.295","2.295","3,64K","0,00%"
"27/05/2022","2.295","2.295","2.295","2.295","1,66K","0,00%"
"25/05/2022","2.295","2.295","2.295","2.295","1,26K","2,23%"
"24/05/2022","2.245","2.245","2.245","2.245","0,77K","7,16%"
"23/05/2022","2.095","2.095","2.095","2.095","0,78K","-3,01%"
"20/05/2022","2.160","2.160","2.160","2.160","0,06K","2,86%"
"19/05/2022","2.100","2.100","2.100","2.100","0,64K","-6,67%"
"18/05/2022","2.250","2.250","2.250","2.250","2,89K","4,17%"
"17/05/2022","2.160","2.160","2.160","2.160","2,03K","-4,00%"
"16/05/2022","2.250","2.250","2.250","2.250","0,71K","-2,17%"
"13/05/2022","2.300","2.300","2.300","2.300","5,36K","6,98%"
"12/05/2022","2.150","2.150","2.150","2.150","0,19K","2,38%"
"11/05/2022","2.100","2.100","2.100","2.100","1,91K","0,00%"
"10/05/2022","2.100","2.100","2.100","2.100","3,54K","0,24%"
"09/05/2022","2.095","2.095","2.095","2.095","0,68K","-0,24%"
"06/05/2022","2.100","2.100","2.100","2.100","3,24K","0,00%"
"05/05/2022","2.100","2.100","2.100","2.100","5,04K","-0,71%"
"04/05/2022","2.115","2.115","2.115","2.115","1,13K","-7,44%"
"03/05/2022","2.285","2.285","2.285","2.285","3,76K","-7,49%"
"29/04/2022","2.470","2.470","2.470","2.470","0,23K","-0,20%"
"27/04/2022","2.475","2.475","2.475","2.475","4,34K","0,41%"
"25/04/2022","2.465","2.465","2.465","2.465","0,54K","4,89%"
"22/04/2022","2.350","2.350","2.350","2.350","5,61K","1,73%"
"21/04/2022","2.310","2.310","2.310","2.310","1,06K","0,00%"
"20/04/2022","2.310","2.310","2.310","2.310","2,30K","-1,91%"
"19/04/2022","2.355","2.355","2.355","2.355","2,08K","0,00%"
"15/04/2022","2.355","2.355","2.355","2.355","0,33K","0,00%"
"14/04/2022","2.355","2.355","2.355","2.355","11,61K","-4,85%"
"13/04/2022","2.475","2.475","2.475","2.475","0,25K","5,32%"
"12/04/2022","2.350","2.350","2.350","2.350","0,43K","1,73%"
"11/04/2022","2.310","2.310","2.310","2.310","2,67K","-4,15%"
"08/04/2022","2.410","2.410","2.410","2.410","1,12K","0,00%"
"07/04/2022","2.410","2.410","2.410","2.410","1,95K","-3,41%"
"06/04/2022","2.495","2.495","2.495","2.495","1,70K","1,84%"
"05/04/2022","2.450","2.450","2.450","2.450","3,02K","0,00%"
"04/04/2022","2.450","2.450","2.450","2.450","0,75K","-1,80%"
"01/04/2022","2.495","2.495","2.495","2.495","0,57K","0,00%"
"31/03/2022","2.495","2.495","2.495","2.495","6,96K","6,17%"
"30/03/2022","2.350","2.350","2.350","2.350","0,97K","1,08%"
"29/03/2022","2.325","2.325","2.325","2.325","14,92K","5,92%"
"28/03/2022","2.195","2.195","2.195","2.195","0,28K","0,23%"
"25/03/2022","2.190","2.190","2.190","2.190","3,08K","0,00%"
"24/03/2022","2.190","2.190","2.190","2.190","8,28K","0,00%"
"23/03/2022","2.190","2.190","2.190","2.190","1,00K","0,23%"
"22/03/2022","2.185","2.185","2.185","2.185","32,04K","0,00%"
"21/03/2022","2.185","2.185","2.185","2.185","1,54K","0,00%"
"18/03/2022","2.185","2.185","2.185","2.185","1,95K","0,23%"
"17/03/2022","2.180","2.180","2.180","2.180","2,12K","0,93%"
"16/03/2022","2.160","2.160","2.160","2.160","2,90K","0,23%"
"15/03/2022","2.155","2.155","2.155","2.155","7,50K","0,23%"
"14/03/2022","2.150","2.150","2.150","2.150","0,18K","-0,69%"
"11/03/2022","2.165","2.165","2.165","2.165","1,38K","-0,92%"
"10/03/2022","2.185","2.185","2.185","2.185","37,96K","-0,68%"
"09/03/2022","2.200","2.200","2.200","2.200","5,23K","0,00%"
"08/03/2022","2.200","2.200","2.200","2.200","5,22K","0,00%"
"07/03/2022","2.200","2.200","2.200","2.200","2,80K","0,00%"
"04/03/2022","2.200","2.200","2.200","2.200","17,15K","-0,45%"
"03/03/2022","2.210","2.210","2.210","2.210","3,45K","0,45%"
"02/03/2022","2.200","2.200","2.200","2.200","2,10K","0,00%"
"01/03/2022","2.200","2.200","2.200","2.200","8,81K","2,33%"
"28/02/2022","2.150","2.150","2.150","2.150","2,70K","2,38%"
"25/02/2022","2.100","2.100","2.100","2.100","9,72K","0,00%"
"24/02/2022","2.100","2.100","2.100","2.100","4,59K","0,48%"
"23/02/2022","2.090","2.090","2.090","2.090","4,19K","-0,24%"
"22/02/2022","2.095","2.095","2.095","2.095","3,10K","-0,24%"
"21/02/2022","2.100","2.100","2.100","2.100","8,65K","0,00%"
"18/02/2022","2.100","2.100","2.100","2.100","11,40K","0,24%"
"17/02/2022","2.095","2.095","2.095","2.095","2,47K","0,00%"
"16/02/2022","2.095","2.095","2.095","2.095","1,01K","-0,24%"
"15/02/2022","2.100","2.100","2.100","2.100","1,53K","0,00%"
"14/02/2022","2.100","2.100","2.100","2.100","4,27K","0,00%"
"11/02/2022","2.100","2.100","2.100","2.100","3,73K","0,00%"
"10/02/2022","2.100","2.100","2.100","2.100","2,85K","-2,33%"
"09/02/2022","2.150","2.150","2.150","2.150","2,55K","2,63%"
"08/02/2022","2.095","2.095","2.095","2.095","4,84K","0,00%"
"07/02/2022","2.095","2.095","2.095","2.095","2,45K","0,24%"
"04/02/2022","2.090","2.090","2.090","2.090","1,76K","-0,48%"
"03/02/2022","2.100","2.100","2.100","2.100","5,07K","1,45%"
"02/02/2022","2.070","2.070","2.070","2.070","1,18K","0,49%"
"01/02/2022","2.060","2.060","2.060","2.060","0,45K","-4,63%"
"31/01/2022","2.160","2.160","2.160","2.160","3,31K","8,00%"
"28/01/2022","2.000","2.000","2.000","2.000","5,18K","0,25%"
"27/01/2022","1.995","1.995","1.995","1.995","2,89K","2,05%"
"26/01/2022","1.955","1.955","1.955","1.955","36,44K","0,00%"
"25/01/2022","1.955","1.955","1.955","1.955","5,20K","2,89%"
"24/01/2022","1.900","1.900","1.900","1.900","2,91K","0,00%"
"21/01/2022","1.900","1.900","1.900","1.900","3,69K","-2,56%"
"20/01/2022","1.950","1.950","1.950","1.950","3,92K","-2,50%"
"19/01/2022","2.000","2.000","2.000","2.000","7,51K","2,04%"
"18/01/2022","1.960","1.960","1.960","1.960","0,91K","-1,51%"
"17/01/2022","1.990","1.990","1.990","1.990","3,46K","2,05%"
"14/01/2022","1.950","1.950","1.950","1.950","0,91K","0,78%"
"13/01/2022","1.935","1.935","1.935","1.935","0,50K","7,50%"
"12/01/2022","1.800","1.800","1.800","1.800","7,60K","-5,26%"
"11/01/2022","1.900","1.900","1.900","1.900","0,18K","0,26%"
"10/01/2022","1.895","1.895","1.895","1.895","1,46K","0,00%"
"07/01/2022","1.895","1.895","1.895","1.895","0,98K","-0,26%"
"06/01/2022","1.900","1.900","1.900","1.900","1,40K","0,00%"
"05/01/2022","1.900","1.900","1.900","1.900","0,50K","0,00%"
"04/01/2022","1.900","1.900","1.900","1.900","0,28K","-2,56%"
"03/01/2022","1.950","1.950","1.950","1.950","0,95K","2,90%"
"31/12/2021","1.895","1.895","1.895","1.895","11,21K","-1,56%"
"30/12/2021","1.925","1.925","1.925","1.925","3,44K","1,32%"
"29/12/2021","1.900","1.900","1.900","1.900","0,76K","1,06%"
"28/12/2021","1.880","1.880","1.880","1.880","3,99K","-1,05%"
"27/12/2021","1.900","1.900","1.900","1.900","5,27K","1,06%"
"24/12/2021","1.880","1.880","1.880","1.880","0,52K","0,00%"
"23/12/2021","1.880","1.880","1.880","1.880","1,67K","1,62%"
"22/12/2021","1.850","1.850","1.850","1.850","2,63K","2,78%"
"21/12/2021","1.800","1.800","1.800","1.800","2,42K","0,00%"
"20/12/2021","1.800","1.800","1.800","1.800","4,37K","-2,70%"
"17/12/2021","1.850","1.850","1.850","1.850","0,82K","-2,12%"
"16/12/2021","1.890","1.890","1.890","1.890","0,51K","1,61%"
"15/12/2021","1.860","1.860","1.860","1.860","0,32K","0,00%"
"14/12/2021","1.860","1.860","1.860","1.860","0,57K","0,54%"
"13/12/2021","1.850","1.850","1.850","1.850","27,72K","-2,63%"
"10/12/2021","1.900","1.900","1.900","1.900","0,75K","1,88%"
"09/12/2021","1.865","1.865","1.865","1.865","1,31K","0,81%"
"08/12/2021","1.850","1.850","1.850","1.850","4,17K","-2,63%"
"07/12/2021","1.900","1.900","1.900","1.900","0,82K","-2,31%"
"06/12/2021","1.945","1.945","1.945","1.945","21,22K","1,04%"
"03/12/2021","1.925","1.925","1.925","1.925","1,17K","-1,53%"
"02/12/2021","1.955","1.955","1.955","1.955","0,40K","-1,51%"
"01/12/2021","1.985","1.985","1.985","1.985","1,00K","-0,50%"
"30/11/2021","1.995","1.995","1.995","1.995","2,90K","2,31%"
"29/11/2021","1.950","1.950","1.950","1.950","5,70K","5,98%"
"26/11/2021","1.840","1.840","1.840","1.840","0,51K","0,00%"
"25/11/2021","1.840","1.840","1.840","1.840","1,59K","-0,54%"
"24/11/2021","1.850","1.850","1.850","1.850","1,17K","-2,37%"
"23/11/2021","1.895","1.895","1.895","1.895","1,96K","2,99%"
"22/11/2021","1.840","1.840","1.840","1.840","4,14K","0,00%"
"19/11/2021","1.840","1.840","1.840","1.840","2,46K","-7,07%"
"18/11/2021","1.980","1.980","1.980","1.980","0,38K","-0,75%"
"17/11/2021","1.995","1.995","1.995","1.995","6,82K","0,76%"
"16/11/2021","1.980","1.980","1.980","1.980","0,57K","0,76%"
"12/11/2021","1.965","1.965","1.965","1.965","1,89K","-0,25%"
"11/11/2021","1.970","1.970","1.970","1.970","3,64K","0,00%"
"10/11/2021","1.970","1.970","1.970","1.970","0,71K","0,25%"
"09/11/2021","1.965","1.965","1.965","1.965","0,33K","-1,75%"
"08/11/2021","2.000","2.000","2.000","2.000","12,64K","0,76%"
"05/11/2021","1.985","1.985","1.985","1.985","15,42K","-0,50%"
"04/11/2021","1.995","1.995","1.995","1.995","5,15K","0,00%"
"03/11/2021","1.995","1.995","1.995","1.995","2,53K","0,00%"
"02/11/2021","1.995","1.995","1.995","1.995","1,43K","1,53%"
"29/10/2021","1.965","1.965","1.965","1.965","1,73K","-1,75%"
"28/10/2021","2.000","2.000","2.000","2.000","2,42K","0,00%"
"27/10/2021","2.000","2.000","2.000","2.000","10,28K","0,00%"
"26/10/2021","2.000","2.000","2.000","2.000","0,20K","2,04%"
"25/10/2021","1.960","1.960","1.960","1.960","5,74K","-1,75%"
"22/10/2021","1.995","1.995","1.995","1.995","4,15K","0,00%"
"21/10/2021","1.995","1.995","1.995","1.995","3,82K","-0,25%"
"20/10/2021","2.000","2.000","2.000","2.000","4,57K","0,00%"
"19/10/2021","2.000","2.000","2.000","2.000","2,90K","1,78%"
"15/10/2021","1.965","1.965","1.965","1.965","1,25K","-1,01%"
"14/10/2021","1.985","1.985","1.985","1.985","1,45K","-0,75%"
"13/10/2021","2.000","2.000","2.000","2.000","3,55K","0,25%"
"12/10/2021","1.995","1.995","1.995","1.995","1,79K","-0,25%"
"11/10/2021","2.000","2.000","2.000","2.000","2,37K","0,00%"
"08/10/2021","2.000","2.000","2.000","2.000","1,74K","0,25%"
"07/10/2021","1.995","1.995","1.995","1.995","1,41K","-0,25%"
"06/10/2021","2.000","2.000","2.000","2.000","0,04K","1,52%"
"05/10/2021","1.970","1.970","1.970","1.970","0,94K","-0,51%"
"04/10/2021","1.980","1.980","1.980","1.980","18,10K","-1,00%"
"01/10/2021","2.000","2.000","2.000","2.000","5,80K","0,00%"
"30/09/2021","2.000","2.000","2.000","2.000","4,55K","0,25%"
"29/09/2021","1.995","1.995","1.995","1.995","2,19K","0,00%"
"28/09/2021","1.995","1.995","1.995","1.995","6,26K","-0,25%"
"27/09/2021","2.000","2.000","2.000","2.000","29,49K","0,00%"
"24/09/2021","2.000","2.000","2.000","2.000","7,19K","0,00%"
"23/09/2021","2.000","2.000","2.000","2.000","14,42K","0,25%"
"22/09/2021","1.995","1.995","1.995","1.995","24,32K","0,00%"
"21/09/2021","1.995","1.995","1.995","1.995","9,26K","-0,25%"
"20/09/2021","2.000","2.000","2.000","2.000","3,13K","0,00%"
"17/09/2021","2.000","2.000","2.000","2.000","4,59K","-0,25%"
"16/09/2021","2.005","2.005","2.005","2.005","6,62K","0,25%"
"15/09/2021","2.000","2.000","2.000","2.000","2,18K","0,50%"
"14/09/2021","1.990","1.990","1.990","1.990","1,85K","0,51%"
"13/09/2021","1.980","1.980","1.980","1.980","24,13K","-1,00%"
"10/09/2021","2.000","2.000","2.000","2.000","0,85K","0,00%"
"09/09/2021","2.000","2.000","2.000","2.000","1,42K","-1,23%"
"08/09/2021","2.025","2.025","2.025","2.025","0,59K","0,25%"
"07/09/2021","2.020","2.020","2.020","2.020","4,51K","-0,25%"
"06/09/2021","2.025","2.025","2.025","2.025","9,24K","1,00%"
"03/09/2021","2.005","2.005","2.005","2.005","0,60K","-1,96%"
"02/09/2021","2.045","2.045","2.045","2.045","0,45K","2,25%"
"01/09/2021","2.000","2.000","2.000","2.000","0,54K","0,00%"
"31/08/2021","2.000","2.000","2.000","2.000","0,67K","0,00%"
"30/08/2021","2.000","2.000","2.000","2.000","1,07K","1,78%"
"27/08/2021","1.965","1.965","1.965","1.965","2,19K","-5,30%"
"26/08/2021","2.075","2.075","2.075","2.075","1,03K","-0,95%"
"25/08/2021","2.095","2.095","2.095","2.095","5,40K","-0,24%"
"24/08/2021","2.100","2.100","2.100","2.100","5,22K","-3,00%"
"23/08/2021","2.165","2.165","2.165","2.165","1,87K","-6,48%"
"20/08/2021","2.315","2.315","2.315","2.315","3,58K","6,93%"
"19/08/2021","2.165","2.165","2.165","2.165","4,45K","7,18%"
"18/08/2021","2.020","2.020","2.020","2.020","2,84K","7,45%"
"17/08/2021","1.880","1.880","1.880","1.880","4,08K","7,43%"
"16/08/2021","1.750","1.750","1.750","1.750","4,68K","-2,23%"
"13/08/2021","1.790","1.790","1.790","1.790","1,93K","0,85%"
"12/08/2021","1.775","1.775","1.775","1.775","0,88K","0,28%"
"11/08/2021","1.770","1.770","1.770","1.770","0,64K","-0,28%"
"10/08/2021","1.775","1.775","1.775","1.775","8,15K","4,41%"
"09/08/2021","1.700","1.700","1.700","1.700","6,02K","0,00%"
"06/08/2021","1.700","1.700","1.700","1.700","6,01K","0,00%"
"05/08/2021","1.700","1.700","1.700","1.700","1,88K","0,00%"
"04/08/2021","1.700","1.700","1.700","1.700","1,83K","3,03%"
"03/08/2021","1.650","1.650","1.650","1.650","2,53K","-2,94%"
"02/08/2021","1.700","1.700","1.700","1.700","0,25K","0,00%"
"30/07/2021","1.700","1.700","1.700","1.700","1,04K","0,00%"
"29/07/2021","1.700","1.700","1.700","1.700","0,77K","0,00%"
"28/07/2021","1.700","1.700","1.700","1.700","0,47K","0,00%"
"27/07/2021","1.700","1.700","1.700","1.700","5,68K","0,29%"
"26/07/2021","1.695","1.695","1.695","1.695","4,71K","1,50%"
"23/07/2021","1.670","1.670","1.670","1.670","1,39K","-0,60%"
"22/07/2021","1.680","1.680","1.680","1.680","7,13K","3,70%"
"21/07/2021","1.620","1.620","1.620","1.620","0,80K","0,00%"
"19/07/2021","1.620","1.620","1.620","1.620","3,15K","-1,82%"
"16/07/2021","1.650","1.650","1.650","1.650","1,22K","0,00%"
"15/07/2021","1.650","1.650","1.650","1.650","4,49K","0,61%"
"14/07/2021","1.640","1.640","1.640","1.640","4,82K","5,47%"
"13/07/2021","1.555","1.555","1.555","1.555","0,06K","7,24%"
"12/07/2021","1.450","1.450","1.450","1.450","277,76K","-9,38%"
"09/07/2021","1.600","1.600","1.600","1.600","3,26K","-3,03%"
"08/07/2021","1.650","1.650","1.650","1.650","6,36K","0,00%"
"07/07/2021","1.650","1.650","1.650","1.650","23,45K","-1,79%"
"06/07/2021","1.680","1.680","1.680","1.680","12,53K","-4,00%"
"05/07/2021","1.750","1.750","1.750","1.750","1,32K","-0,28%"
"02/07/2021","1.755","1.755","1.755","1.755","4,13K","-1,96%"
"01/07/2021","1.790","1.790","1.790","1.790","1,91K","0,00%"
"30/06/2021","1.790","1.790","1.790","1.790","1,55K","0,00%"
"29/06/2021","1.790","1.790","1.790","1.790","14,31K","2,29%"
"28/06/2021","1.750","1.750","1.750","1.750","1,85K","0,29%"
"25/06/2021","1.745","1.745","1.745","1.745","1,42K","-0,29%"
"24/06/2021","1.750","1.750","1.750","1.750","3,08K","0,29%"
"23/06/2021","1.745","1.745","1.745","1.745","5,96K","0,00%"
"22/06/2021","1.745","1.745","1.745","1.745","0,54K","0,00%"
"21/06/2021","1.745","1.745","1.745","1.745","4,29K","2,65%"
"18/06/2021","1.700","1.700","1.700","1.700","3,64K","0,00%"
"17/06/2021","1.700","1.700","1.700","1.700","1,32K","0,00%"
"16/06/2021","1.700","1.700","1.700","1.700","10,26K","0,89%"
"15/06/2021","1.685","1.685","1.685","1.685","1,37K","-0,30%"
"14/06/2021","1.690","1.690","1.690","1.690","0,23K","-0,59%"
"11/06/2021","1.700","1.700","1.700","1.700","2,02K","0,00%"
"10/06/2021","1.700","1.700","1.700","1.700","2,10K","-2,58%"
"09/06/2021","1.745","1.745","1.745","1.745","1,85K","2,65%"
"08/06/2021","1.700","1.700","1.700","1.700","1,86K","4,29%"
"07/06/2021","1.630","1.630","1.630","1.630","18,55K","0,31%"
"04/06/2021","1.625","1.625","1.625","1.625","1,24K","-0,91%"
"03/06/2021","1.640","1.640","1.640","1.640","0,09K","-0,61%"
"02/06/2021","1.650","1.650","1.650","1.650","0,23K","-1,20%"
"01/06/2021","1.670","1.670","1.670","1.670","0,66K","-0,60%"
"31/05/2021","1.680","1.680","1.680","1.680","4,28K","5,00%"
"28/05/2021","1.600","1.600","1.600","1.600","1,03K","0,00%"
"27/05/2021","1.600","1.600","1.600","1.600","1,17K","0,95%"
"26/05/2021","1.585","1.585","1.585","1.585","1,13K","0,00%"
"25/05/2021","1.585","1.585","1.585","1.585","0,56K","0,00%"
"21/05/2021","1.585","1.585","1.585","1.585","0,87K","0,00%"
"20/05/2021","1.585","1.585","1.585","1.585","4,46K","7,09%"
"19/05/2021","1.480","1.480","1.480","1.480","0,99K","-7,50%"
"18/05/2021","1.600","1.600","1.600","1.600","1,06K","6,67%"
"17/05/2021","1.500","1.500","1.500","1.500","0,68K","0,00%"
"14/05/2021","1.500","1.500","1.500","1.500","1,99K","0,00%"
"11/05/2021","1.500","1.500","1.500","1.500","1,41K","0,00%"
"10/05/2021","1.500","1.500","1.500","1.500","0,71K","0,00%"
"07/05/2021","1.500","1.500","1.500","1.500","0,98K","0,00%"
"06/05/2021","1.500","1.500","1.500","1.500","0,69K","-1,64%"
"05/05/2021","1.525","1.525","1.525","1.525","1,72K","-7,29%"
"04/05/2021","1.645","1.645","1.645","1.645","0,58K","3,13%"
"03/05/2021","1.595","1.595","1.595","1.595","0,74K","-5,62%"
"30/04/2021","1.690","1.690","1.690","1.690","13,02K","7,30%"
"29/04/2021","1.575","1.575","1.575","1.575","9,40K","-7,35%"
"28/04/2021","1.700","1.700","1.700","1.700","0,95K","0,00%"
"27/04/2021","1.700","1.700","1.700","1.700","2,00K","5,26%"
"26/04/2021","1.615","1.615","1.615","1.615","1,05K","0,94%"
"23/04/2021","1.600","1.600","1.600","1.600","1,32K","2,89%"
"22/04/2021","1.555","1.555","1.555","1.555","3,44K","7,24%"
"21/04/2021","1.450","1.450","1.450","1.450","0,42K","0,00%"
"20/04/2021","1.450","1.450","1.450","1.450","12,93K","2,11%"
"19/04/2021","1.420","1.420","1.420","1.420","2,01K","2,90%"
"16/04/2021","1.380","1.380","1.380","1.380","0,47K","-3,83%"
"15/04/2021","1.435","1.435","1.435","1.435","3,10K","-1,03%"
"14/04/2021","1.450","1.450","1.450","1.450","2,70K","0,00%"
"13/04/2021","1.450","1.450","1.450","1.450","171,18K","5,45%"
"12/04/2021","1.375","1.375","1.375","1.375","41,75K","-7,09%"
"09/04/2021","1.480","1.480","1.480","1.480","7,17K","5,71%"
"08/04/2021","1.400","1.400","1.400","1.400","1,50K","0,00%"
"07/04/2021","1.400","1.400","1.400","1.400","2,73K","0,00%"
"06/04/2021","1.400","1.400","1.400","1.400","2,61K","0,36%"
"02/04/2021","1.395","1.395","1.395","1.395","1,40K","-0,36%"
"01/04/2021","1.400","1.400","1.400","1.400","0,28K","3,70%"
"31/03/2021","1.350","1.350","1.350","1.350","0,79K","-3,57%"
"30/03/2021","1.400","1.400","1.400","1.400","3,07K","0,00%"
"29/03/2021","1.400","1.400","1.400","1.400","0,29K","0,00%"
"26/03/2021","1.400","1.400","1.400","1.400","1,04K","-4,11%"
"25/03/2021","1.460","1.460","1.460","1.460","1,67K","-1,68%"
"24/03/2021","1.485","1.485","1.485","1.485","3,08K","1,71%"
"23/03/2021","1.460","1.460","1.460","1.460","0,83K","0,34%"
"22/03/2021","1.455","1.455","1.455","1.455","0,89K","-1,69%"
"19/03/2021","1.480","1.480","1.480","1.480","1,10K","0,00%"
"18/03/2021","1.480","1.480","1.480","1.480","0,41K","-0,34%"
"17/03/2021","1.485","1.485","1.485","1.485","0,16K","-0,67%"
"16/03/2021","1.495","1.495","1.495","1.495","0,26K","0,00%"
"15/03/2021","1.495","1.495","1.495","1.495","0,53K","-0,33%"
