"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"12/03/2021","1.500","1.500","1.500","1.500","0,31K","0,00%"
"11/03/2021","1.500","1.500","1.500","1.500","3,15K","3,09%"
"10/03/2021","1.455","1.455","1.455","1.455","0,15K","0,00%"
"09/03/2021","1.455","1.455","1.455","1.455","0,17K","-2,68%"
"08/03/2021","1.495","1.495","1.495","1.495","1,46K","0,00%"
"05/03/2021","1.495","1.495","1.495","1.495","0,98K","-0,33%"
"04/03/2021","1.500","1.500","1.500","1.500","1,91K","0,00%"
"03/03/2021","1.500","1.500","1.500","1.500","0,83K","6,38%"
"02/03/2021","1.410","1.410","1.410","1.410","1,09K","-2,76%"
"01/03/2021","1.450","1.450","1.450","1.450","1,12K","3,57%"
"26/02/2021","1.400","1.400","1.400","1.400","0,15K","3,70%"
"25/02/2021","1.350","1.350","1.350","1.350","1,53K","-3,57%"
"24/02/2021","1.400","1.400","1.400","1.400","0,26K","0,00%"
"23/02/2021","1.400","1.400","1.400","1.400","0,43K","0,00%"
"22/02/2021","1.400","1.400","1.400","1.400","1,77K","-2,78%"
"19/02/2021","1.440","1.440","1.440","1.440","0,26K","1,41%"
"18/02/2021","1.420","1.420","1.420","1.420","0,05K","1,43%"
"17/02/2021","1.400","1.400","1.400","1.400","0,67K","0,00%"
"16/02/2021","1.400","1.400","1.400","1.400","0,08K","0,00%"
"15/02/2021","1.400","1.400","1.400","1.400","0,92K","0,00%"
"12/02/2021","1.400","1.400","1.400","1.400","0,34K","-3,45%"
"11/02/2021","1.450","1.450","1.450","1.450","0,41K","3,57%"
"10/02/2021","1.400","1.400","1.400","1.400","0,11K","0,00%"
"09/02/2021","1.400","1.400","1.400","1.400","1,02K","-6,04%"
"08/02/2021","1.490","1.490","1.490","1.490","0,18K","1,02%"
"05/02/2021","1.475","1.475","1.475","1.475","0,32K","-0,34%"
"04/02/2021","1.480","1.480","1.480","1.480","0,21K","0,00%"
"03/02/2021","1.480","1.480","1.480","1.480","0,60K","0,34%"
"02/02/2021","1.475","1.475","1.475","1.475","0,14K","-1,34%"
"01/02/2021","1.495","1.495","1.495","1.495","0,31K","3,10%"
"29/01/2021","1.450","1.450","1.450","1.450","1,59K","-2,68%"
"28/01/2021","1.490","1.490","1.490","1.490","0,32K","2,76%"
"27/01/2021","1.450","1.450","1.450","1.450","1,65K","3,57%"
"26/01/2021","1.400","1.400","1.400","1.400","0,01K","1,08%"
"25/01/2021","1.385","1.385","1.385","1.385","1,72K","2,21%"
"22/01/2021","1.355","1.355","1.355","1.355","0,30K","0,00%"
"20/01/2021","1.355","1.355","1.355","1.355","0,29K","0,37%"
"19/01/2021","1.350","1.350","1.350","1.350","0,51K","-2,17%"
"18/01/2021","1.380","1.380","1.380","1.380","0,11K","0,00%"
"15/01/2021","1.380","1.380","1.380","1.380","0,35K","1,47%"
"14/01/2021","1.360","1.360","1.360","1.360","0,44K","1,12%"
"13/01/2021","1.345","1.345","1.345","1.345","0,39K","3,46%"
"12/01/2021","1.300","1.300","1.300","1.300","4,68K","-3,70%"
"11/01/2021","1.350","1.350","1.350","1.350","3,56K","3,85%"
"08/01/2021","1.300","1.300","1.300","1.300","1,25K","-3,35%"
"07/01/2021","1.345","1.345","1.345","1.345","2,74K","-2,18%"
"06/01/2021","1.375","1.375","1.375","1.375","1,32K","-0,72%"
"05/01/2021","1.385","1.385","1.385","1.385","0,45K","-4,48%"
"04/01/2021","1.450","1.450","1.450","1.450","0,02K","-3,33%"
